9.84442135e-09	0
3.94853902e-08	1
9.52384372e-08	2
1.86482264e-07	3
3.4711557e-07	4
6.81452935e-07	5
1.28177122e-06	6
2.00645927e-06	7
2.54476963e-06	8
2.80873171e-06	9
3.08259553e-06	10
4.01002852e-06	11
6.39400693e-06	12
1.01324954e-05	13
1.32283419e-05	14
1.32859076e-05	15
1.04669033e-05	16
7.18404814e-06	17
4.93684318e-06	18
3.52877924e-06	19
2.56374081e-06	20
1.91529667e-06	21
1.43003108e-06	22
1.02493017e-06	23
7.47744592e-07	24
5.86071895e-07	25
4.59162826e-07	26
3.48812346e-07	27
2.8056019e-07	28
2.5734392e-07	29
2.62871404e-07	30
2.76537813e-07	31
2.78132911e-07	32
2.64462797e-07	33
2.54109553e-07	34
2.53854358e-07	35
2.46382131e-07	36
2.26266374e-07	37
2.10394967e-07	38
2.05836936e-07	39
1.98998046e-07	40
1.81075339e-07	41
1.60106835e-07	42
1.44355813e-07	43
1.31748582e-07	44
1.17037895e-07	45
9.94505025e-08	46
8.3735929e-08	47
7.5871533e-08	48
7.58669156e-08	49
7.87035532e-08	50
8.11039129e-08	51
8.16214615e-08	52
7.98549421e-08	53
7.87142625e-08	54
8.09403034e-08	55
8.2265516e-08	56
7.57677703e-08	57
6.35307641e-08	58
5.37655848e-08	59
4.86785397e-08	60
4.49900601e-08	61
4.13214704e-08	62
3.884442e-08	63
3.88522998e-08	64
4.19536074e-08	65
4.62475954e-08	66
4.67997674e-08	67
4.20376924e-08	68
3.7126161e-08	69
3.61642931e-08	70
3.73950054e-08	71
3.78867988e-08	72
3.75907961e-08	73
3.78562082e-08	74
3.77300422e-08	75
3.53897224e-08	76
3.21591307e-08	77
3.0470722e-08	78
3.0599663e-08	79
3.12972905e-08	80
3.17932841e-08	81
3.24473676e-08	82
3.27301087e-08	83
3.11654323e-08	84
2.80622734e-08	85
2.51614669e-08	86
2.34295245e-08	87
2.28225075e-08	88
2.29098419e-08	89
2.32707508e-08	90
2.35786023e-08	91
2.36056377e-08	92
2.37030013e-08	93
2.44073965e-08	94
2.55670572e-08	95
2.70849e-08	96
2.91171303e-08	97
3.10617201e-08	98
3.20966004e-08	99
3.23153708e-08	100
3.30582284e-08	101
3.53695001e-08	102
