# Freq.,Pxx2,Pxx3,Pxx4
8.444000000000000000e+03,3.679264396254866392e-10,3.521019754739688692e-10,3.805457486446608273e-10
8.445000000000000000e+03,3.769316086796183203e-10,3.241836237962739295e-10,2.724086779050505407e-10
8.446000000000000000e+03,3.644193913330374266e-10,2.820207857799776606e-10,3.597844672851773896e-10
8.447000000000000000e+03,3.809990667523311003e-10,3.296427922353538945e-10,4.277116747924382375e-10
8.448000000000000000e+03,3.920391870358232795e-10,3.329330357638295200e-10,3.830297308854299026e-10
8.449000000000000000e+03,3.891834256567080976e-10,3.380098910043399318e-10,3.925330541055160436e-10
8.450000000000000000e+03,3.451619373172212838e-10,3.283267347202484742e-10,3.478899295861646141e-10
8.451000000000000000e+03,3.916190888602478595e-10,3.318572401726396650e-10,3.184675780102135327e-10
8.452000000000000000e+03,4.900097034099703436e-10,3.357002326115767804e-10,3.979506118076709667e-10
8.453000000000000000e+03,4.611377492486440132e-10,3.790037753163723873e-10,4.010408469731143778e-10
8.454000000000000000e+03,3.363029634421980400e-10,4.238359683841004959e-10,3.231537110235871522e-10
8.455000000000000000e+03,2.959485462490161808e-10,4.129812370387433450e-10,3.805285122657727145e-10
8.456000000000000000e+03,2.754224395321515346e-10,4.026732794604321000e-10,3.761595420965731075e-10
8.457000000000000000e+03,2.960705438684842237e-10,3.962590552689204633e-10,2.809461089376549248e-10
8.458000000000000000e+03,3.162126704812697485e-10,4.277132883279617069e-10,3.162982255615721800e-10
8.459000000000000000e+03,3.311728082182977951e-10,3.977959407709825509e-10,3.726271566906269194e-10
8.460000000000000000e+03,2.928211013634916074e-10,2.834557905613926270e-10,3.627871410549489029e-10
8.461000000000000000e+03,2.957853108693795554e-10,3.312142376876206343e-10,3.015715758795761551e-10
8.462000000000000000e+03,3.848947541837503595e-10,3.590014554649516251e-10,3.082667373221946897e-10
8.463000000000000000e+03,3.871597934998618974e-10,3.163421588413931604e-10,3.266019444500345653e-10
8.464000000000000000e+03,3.920197052633011903e-10,3.078844806475761548e-10,3.858779684288000182e-10
8.465000000000000000e+03,4.421262113793507864e-10,2.734505900409810749e-10,3.702776269766626435e-10
8.466000000000000000e+03,4.363879738240787025e-10,2.535581317006658080e-10,4.310467513320562173e-10
8.467000000000000000e+03,3.144573826273744828e-10,3.050307039256676097e-10,4.085230498820527734e-10
8.468000000000000000e+03,3.576459238527863561e-10,3.273067599297214127e-10,3.670633695336166913e-10
8.469000000000000000e+03,3.839821497977134097e-10,3.485384299724503402e-10,3.421449387058621305e-10
8.470000000000000000e+03,2.914587499118078738e-10,3.358823060787805339e-10,3.522713076844153139e-10
8.471000000000000000e+03,2.742472800347510885e-10,3.250571343815292250e-10,3.239271505697571033e-10
8.472000000000000000e+03,2.887667537824101935e-10,3.583023336224152207e-10,3.137759279363264309e-10
8.473000000000000000e+03,3.457454376223648939e-10,3.344313427660552366e-10,3.308585773876855244e-10
8.474000000000000000e+03,3.739060546877511661e-10,3.866412023137918228e-10,3.787716430226064579e-10
8.475000000000000000e+03,3.476144305835941592e-10,3.666276567586238791e-10,3.985627781955102955e-10
8.476000000000000000e+03,3.791521161627315884e-10,2.921243320238936434e-10,3.899253729674579415e-10
8.477000000000000000e+03,3.719326584041776095e-10,3.030098405889362404e-10,3.539997479536670311e-10
8.478000000000000000e+03,4.022127170428414265e-10,3.830037423484178548e-10,3.776744120130577055e-10
8.479000000000000000e+03,3.672290497963274430e-10,3.577048581126996517e-10,3.833349991391160687e-10
8.480000000000000000e+03,3.392448837670155443e-10,3.942767150304137814e-10,3.857324937524149947e-10
8.481000000000000000e+03,3.372398516644581220e-10,4.137199784571836236e-10,4.570742369496547261e-10
8.482000000000000000e+03,3.448292593727554030e-10,3.266732392800286421e-10,4.733672111009668176e-10
8.483000000000000000e+03,3.511019884370770578e-10,2.900001346322308086e-10,3.925743878992126898e-10
8.484000000000000000e+03,3.547643881533440840e-10,3.509551274632950015e-10,3.493360190348928191e-10
8.485000000000000000e+03,3.393021729834611841e-10,4.533748924219634555e-10,3.330640259891125669e-10
8.486000000000000000e+03,3.783449986035927741e-10,3.938013622146429493e-10,3.040151826796453229e-10
8.487000000000000000e+03,4.224678068232422274e-10,3.684317165614630802e-10,3.143223721291836454e-10
8.488000000000000000e+03,3.334798496896795474e-10,3.901427788284368905e-10,2.776713666947755270e-10
8.489000000000000000e+03,3.945694470404374074e-10,2.981668145114096859e-10,3.568707235714469873e-10
8.490000000000000000e+03,4.334197050248028737e-10,2.899915151510195282e-10,4.203556783033731773e-10
8.491000000000000000e+03,3.058276250634538886e-10,3.444963080259275247e-10,4.190194587065318756e-10
8.492000000000000000e+03,2.931576168375591111e-10,2.921023284603226031e-10,3.675300290906631894e-10
8.493000000000000000e+03,3.386687504958001111e-10,3.300970966291813943e-10,3.064297100454790582e-10
8.494000000000000000e+03,3.477286665766391756e-10,3.456806859379679009e-10,3.064458350474341733e-10
8.495000000000000000e+03,4.091579587995001341e-10,3.213867700404907472e-10,3.516389689047931201e-10
8.496000000000000000e+03,3.833291731740943417e-10,3.081355511548362737e-10,3.514197599730630478e-10
8.497000000000000000e+03,3.934786764620396248e-10,3.609877088012189356e-10,3.428405097676983958e-10
8.498000000000000000e+03,4.172249080470572687e-10,3.215376982155927467e-10,3.420174260297245535e-10
8.499000000000000000e+03,3.663528980605433518e-10,2.631095014979222739e-10,2.660553064213939553e-10
8.500000000000000000e+03,3.222247662663972109e-10,3.535947823561146420e-10,3.486926443393110006e-10
8.501000000000000000e+03,2.969401668424773177e-10,3.506952655485238738e-10,3.500159564565336093e-10
8.502000000000000000e+03,3.282300006568680668e-10,3.648957590030133051e-10,3.933649597209128217e-10
8.503000000000000000e+03,4.026139948157082231e-10,2.995752815488685844e-10,3.757088645576084521e-10
8.504000000000000000e+03,4.170881661534258660e-10,3.947981831692243133e-10,3.825209854963393166e-10
8.505000000000000000e+03,2.600090121457910876e-10,4.168509817412164146e-10,3.639891022000871449e-10
8.506000000000000000e+03,2.650093963067745462e-10,3.939413951246880127e-10,4.148233861865321734e-10
8.507000000000000000e+03,3.225848487245453277e-10,3.645607828786551620e-10,4.084205016034276059e-10
8.508000000000000000e+03,3.689813488090437256e-10,3.974728120307330876e-10,3.691502197495425421e-10
8.509000000000000000e+03,3.750881477140172807e-10,3.423206047752751066e-10,2.492066407872756463e-10
8.510000000000000000e+03,3.638896787314232426e-10,3.757882401212616993e-10,3.316085526878386749e-10
8.511000000000000000e+03,3.676245717227280203e-10,2.759804918912440115e-10,3.331188596525739808e-10
8.512000000000000000e+03,3.307759630030489326e-10,2.996488432575328915e-10,3.634138046253021569e-10
8.513000000000000000e+03,3.263699160970640708e-10,3.829365827689420075e-10,4.245776077641964609e-10
8.514000000000000000e+03,3.454998252398740460e-10,3.949072717557272693e-10,3.742603784909735247e-10
8.515000000000000000e+03,3.629408655752104549e-10,4.378639889586983255e-10,3.585395913715781777e-10
8.516000000000000000e+03,3.641439472738906995e-10,3.049942968751399208e-10,2.773837200184507852e-10
8.517000000000000000e+03,3.438697395776937458e-10,2.979364341166374331e-10,2.538522475235442900e-10
8.518000000000000000e+03,3.546673047407670923e-10,3.094734661023881991e-10,3.351642689523081374e-10
8.519000000000000000e+03,3.411135998025393564e-10,3.783387958289018895e-10,3.476831032156876771e-10
8.520000000000000000e+03,3.075845051774533979e-10,3.506551721104565668e-10,3.436968903259688872e-10
8.521000000000000000e+03,3.266471444775794057e-10,3.865177862830488254e-10,3.319523536526864837e-10
8.522000000000000000e+03,3.526481203821299058e-10,4.290588401473674140e-10,3.902216550279585010e-10
8.523000000000000000e+03,3.100700190316097634e-10,4.203373078305734964e-10,3.906176665466176742e-10
8.524000000000000000e+03,3.828475987718500339e-10,3.686625155849431298e-10,3.451625089471997636e-10
8.525000000000000000e+03,4.714188077512799172e-10,3.315849014000478206e-10,3.597997286037953560e-10
8.526000000000000000e+03,4.440057988794541018e-10,3.796933356389961723e-10,2.904731440494708147e-10
8.527000000000000000e+03,3.401227644931564767e-10,3.456377259466226561e-10,2.935847832674252794e-10
8.528000000000000000e+03,3.895134294511178004e-10,3.674322251472489312e-10,3.169198614147724184e-10
8.529000000000000000e+03,3.387090305812268665e-10,3.957240581758718408e-10,3.243573954441645371e-10
8.530000000000000000e+03,3.697017035605279637e-10,4.009932192690538389e-10,3.801286178762515319e-10
8.531000000000000000e+03,4.241024336768007961e-10,3.406380011176248267e-10,3.380374429772973112e-10
8.532000000000000000e+03,3.577151286074350797e-10,3.094106677134148164e-10,3.514903868693775731e-10
8.533000000000000000e+03,3.472831554893337945e-10,2.837706113400993058e-10,3.326169436887271575e-10
8.534000000000000000e+03,3.549232134099923428e-10,3.130284208349324286e-10,3.196637543753860327e-10
8.535000000000000000e+03,3.322363604766561073e-10,3.751843581181510010e-10,3.424391543449409055e-10
8.536000000000000000e+03,3.271749921071759880e-10,3.463699478034713062e-10,4.291814457377698186e-10
8.537000000000000000e+03,3.024446755038876510e-10,4.098280965886084448e-10,3.838217501455220736e-10
8.538000000000000000e+03,2.688027070095234698e-10,4.209693228587140341e-10,2.705143242224223719e-10
8.539000000000000000e+03,3.048868083657645189e-10,3.740928621616286701e-10,3.240877674635761319e-10
8.540000000000000000e+03,2.983248818134901825e-10,3.889151574496857820e-10,3.609624538093215254e-10
8.541000000000000000e+03,3.320686394111093004e-10,3.452813776568716553e-10,3.792575218850779316e-10
8.542000000000000000e+03,2.806080011202668949e-10,3.540522095709797808e-10,4.084189294345846339e-10
8.543000000000000000e+03,3.418883345115095458e-10,3.483994218691140704e-10,4.092734059636081767e-10
8.544000000000000000e+03,3.136444985346072572e-10,4.386135957462945356e-10,3.338158160267286408e-10
8.545000000000000000e+03,2.693512995224411867e-10,3.333497025409246677e-10,3.268520989966784733e-10
8.546000000000000000e+03,3.068248008847377122e-10,3.344757364968089011e-10,3.449509539010298591e-10
8.547000000000000000e+03,3.334948841598596895e-10,3.290939679094396081e-10,3.863232366107227464e-10
8.548000000000000000e+03,2.759884874182956268e-10,4.447173899239184048e-10,4.167809118952020493e-10
8.549000000000000000e+03,3.140206065593566612e-10,3.345400726878905369e-10,3.274079099093561063e-10
8.550000000000000000e+03,3.271628378172133323e-10,3.364010929901218355e-10,3.278635666379530142e-10
8.551000000000000000e+03,3.561345735345331710e-10,3.533948989737019360e-10,3.466385796171297719e-10
8.552000000000000000e+03,3.286726134599755871e-10,3.396064575156616998e-10,3.581732695843830009e-10
8.553000000000000000e+03,3.380142054375226272e-10,4.111515114245460774e-10,3.738302064649274285e-10
8.554000000000000000e+03,3.771160329092415524e-10,3.867249697829164227e-10,3.751881162386660573e-10
8.555000000000000000e+03,2.951063519536273664e-10,3.439831669009168006e-10,3.369417249872610655e-10
8.556000000000000000e+03,3.285404303210738123e-10,4.242642363916745499e-10,3.315940165275940771e-10
8.557000000000000000e+03,3.101164484556139013e-10,4.368127969145626802e-10,3.426325878608371030e-10
8.558000000000000000e+03,3.902164755131598316e-10,4.799727429769297111e-10,3.656104867572540989e-10
8.559000000000000000e+03,4.940640328683936448e-10,3.004044750068480177e-10,3.578723988933624825e-10
8.560000000000000000e+03,4.219832499419333444e-10,3.431770479914491236e-10,3.510310674701098035e-10
8.561000000000000000e+03,3.223291418114821738e-10,3.707227049577520003e-10,3.726252781071306021e-10
8.562000000000000000e+03,3.029297845056465508e-10,3.607998796393682967e-10,3.313813746864354455e-10
8.563000000000000000e+03,3.936983812275549670e-10,3.193213702926190107e-10,3.453024440798689682e-10
8.564000000000000000e+03,3.980291447341099121e-10,3.523583581687911743e-10,3.162875454655116825e-10
8.565000000000000000e+03,3.418412073401417452e-10,2.941031959596239775e-10,3.312964029933777539e-10
8.566000000000000000e+03,3.376211290377222199e-10,2.834945824721250608e-10,3.915973706876756110e-10
8.567000000000000000e+03,4.469739099327346587e-10,3.168282356398492536e-10,4.722872288037691338e-10
8.568000000000000000e+03,4.047320689895710942e-10,3.520779935415223818e-10,3.875803791548902546e-10
8.569000000000000000e+03,2.884224792223829716e-10,3.320870334330993871e-10,3.855415471028058729e-10
8.570000000000000000e+03,3.749079503388949342e-10,3.443531002334465616e-10,3.263396348451476633e-10
8.571000000000000000e+03,3.957846130037404036e-10,3.432126914933573287e-10,3.477344238602135774e-10
8.572000000000000000e+03,3.424842529871714455e-10,3.588861678301004616e-10,4.333613582999590180e-10
8.573000000000000000e+03,3.309921458490987821e-10,3.548057419508579477e-10,4.026077411812289918e-10
8.574000000000000000e+03,3.231246593955532186e-10,3.091311364163913785e-10,4.484861775858339996e-10
8.575000000000000000e+03,2.953407572299730403e-10,3.152069381494581656e-10,4.377221115554066989e-10
8.576000000000000000e+03,3.964460594997453981e-10,3.718693802836010525e-10,3.653435468538154344e-10
8.577000000000000000e+03,4.216440619821715530e-10,3.645304455192318158e-10,3.773833161190504910e-10
8.578000000000000000e+03,3.920149474599929848e-10,3.143124006053927211e-10,3.395739287332466955e-10
8.579000000000000000e+03,3.218371706752675537e-10,2.588862364588260697e-10,3.314300553174830334e-10
8.580000000000000000e+03,2.735749860713570856e-10,3.347356309635643392e-10,3.269130420208741065e-10
8.581000000000000000e+03,3.262295608521333675e-10,4.439566169623391805e-10,3.785094251575078978e-10
8.582000000000000000e+03,3.261720174866514387e-10,4.305700892523526800e-10,3.149480971650796226e-10
8.583000000000000000e+03,4.022108978835584454e-10,2.777243659104311240e-10,3.302243920172072439e-10
8.584000000000000000e+03,4.965566333021569839e-10,2.778755475541099611e-10,3.717874213283297960e-10
8.585000000000000000e+03,3.736087152209541371e-10,3.409015900631037288e-10,3.582306056617358761e-10
8.586000000000000000e+03,3.552609512191259952e-10,3.794102994968947704e-10,4.410068174495916641e-10
8.587000000000000000e+03,3.326845092136240658e-10,4.035927138001216296e-10,4.097395234012844318e-10
8.588000000000000000e+03,3.485052502299653658e-10,3.875160881435466361e-10,3.147945914099000727e-10
8.589000000000000000e+03,3.195865948812025020e-10,3.376202449487146200e-10,3.578820524152343064e-10
8.590000000000000000e+03,3.392987186110921406e-10,3.459304008510527731e-10,3.444839565056713977e-10
8.591000000000000000e+03,4.060015918341295383e-10,4.358252724624386755e-10,3.089830810424162356e-10
8.592000000000000000e+03,3.846564103207282464e-10,3.832438963774686082e-10,3.409446272880238528e-10
8.593000000000000000e+03,3.497373237186530279e-10,4.250992926665552070e-10,3.947977181151305751e-10
8.594000000000000000e+03,3.087092147769792648e-10,4.666891637269767620e-10,4.046652013658742106e-10
8.595000000000000000e+03,2.955458580879257350e-10,4.007873081468710778e-10,3.375370071068485637e-10
8.596000000000000000e+03,2.892821225676739747e-10,3.820143206677330905e-10,3.133693033539635001e-10
8.597000000000000000e+03,2.580884240840600120e-10,3.444672032388017388e-10,3.095159464839599118e-10
8.598000000000000000e+03,2.337243963036529102e-10,3.659975433970200300e-10,3.102268875301891593e-10
8.599000000000000000e+03,2.630411323561709028e-10,3.773622285051100827e-10,3.798255279258421453e-10
8.600000000000000000e+03,3.004872541597012202e-10,3.613724183626171121e-10,3.691169857581242908e-10
8.601000000000000000e+03,2.815746465512224037e-10,4.123825393969488546e-10,2.978354751718711557e-10
8.602000000000000000e+03,2.999724863261475957e-10,4.399796723950012640e-10,3.732713596775476302e-10
8.603000000000000000e+03,3.370176295760416876e-10,3.970700112961532437e-10,3.450251612617653775e-10
8.604000000000000000e+03,3.257686342668959022e-10,3.410222212170432342e-10,3.981046657550679876e-10
8.605000000000000000e+03,3.284921556505739890e-10,3.884927713399334894e-10,3.567286325964398254e-10
8.606000000000000000e+03,3.098197348068265776e-10,3.779223936530395552e-10,3.806534573432657345e-10
8.607000000000000000e+03,3.001573839046581959e-10,3.290392930530850470e-10,3.421607063627896985e-10
8.608000000000000000e+03,3.010901932241730214e-10,3.523566746487109585e-10,3.183008165972985203e-10
8.609000000000000000e+03,3.503282924531882078e-10,3.858982909078390603e-10,3.381207061151926535e-10
8.610000000000000000e+03,3.596918790010463121e-10,3.064392043615570880e-10,3.709608855887416567e-10
8.611000000000000000e+03,3.500032055220420486e-10,3.592973412802877458e-10,3.119917155695316503e-10
8.612000000000000000e+03,3.685357210387512982e-10,3.651802300557747366e-10,3.623561117655417115e-10
8.613000000000000000e+03,3.315693896057294746e-10,3.279372651660666136e-10,3.073553096250927491e-10
8.614000000000000000e+03,2.842079793812287743e-10,3.407728229254536407e-10,3.445974683237471082e-10
8.615000000000000000e+03,3.926575750059418648e-10,3.683663354016748738e-10,3.364754925413902470e-10
8.616000000000000000e+03,3.813146058914695956e-10,4.483219869102796473e-10,3.525995293935903542e-10
8.617000000000000000e+03,4.654061825943251648e-10,3.917262725741276267e-10,3.366296159218474488e-10
8.618000000000000000e+03,4.462353691351704731e-10,4.041557151648359690e-10,3.122028992522757839e-10
8.619000000000000000e+03,3.437686600790344396e-10,2.967388433182940707e-10,3.636524665776457555e-10
8.620000000000000000e+03,2.846052818094978916e-10,2.843872096624180971e-10,3.490225413652990241e-10
8.621000000000000000e+03,3.234764548670316272e-10,3.923841601227416254e-10,3.958827701335290426e-10
8.622000000000000000e+03,4.974473117513387265e-10,4.149635648689693603e-10,3.674293812812685657e-10
8.623000000000000000e+03,5.024435400190549588e-10,4.835720072335195418e-10,2.841029341817588586e-10
8.624000000000000000e+03,3.641749858872881277e-10,4.574201611936034235e-10,3.409344650614228826e-10
8.625000000000000000e+03,3.824092576983301248e-10,3.871884699977757032e-10,4.618358956658331342e-10
8.626000000000000000e+03,3.764609838019638211e-10,3.912433312240390527e-10,4.136591560367359185e-10
8.627000000000000000e+03,3.440045762557690595e-10,4.029241571256248295e-10,3.903290662065623550e-10
8.628000000000000000e+03,3.442202953464607194e-10,3.899976841688893736e-10,3.511394454504056836e-10
8.629000000000000000e+03,3.783532791736916728e-10,3.464097056405087217e-10,3.665960859550391489e-10
8.630000000000000000e+03,3.613760686052103936e-10,3.169590079919913465e-10,4.080257541406624801e-10
8.631000000000000000e+03,3.713814354857833691e-10,2.830716878062315229e-10,3.555643613047778389e-10
8.632000000000000000e+03,4.374527626083365952e-10,3.140326888081260945e-10,4.095593233841097789e-10
8.633000000000000000e+03,3.156832411495177481e-10,3.436625210115632937e-10,4.683358895293313888e-10
8.634000000000000000e+03,3.381278971607282958e-10,2.574920745880110603e-10,4.281446109299069769e-10
8.635000000000000000e+03,4.188816076610070673e-10,3.186626728839728229e-10,3.717825524944523367e-10
8.636000000000000000e+03,3.506951674406879643e-10,3.572273800273549954e-10,3.050091362372680547e-10
8.637000000000000000e+03,2.927372109572741966e-10,2.664378043308906613e-10,3.204952937610279499e-10
8.638000000000000000e+03,3.237165985916121969e-10,2.571599702382664699e-10,3.790987389831110307e-10
8.639000000000000000e+03,3.571258797704442341e-10,3.261402841996000842e-10,3.963929057515280993e-10
8.640000000000000000e+03,3.550726595845138012e-10,3.533950318182729339e-10,4.529284084476442645e-10
8.641000000000000000e+03,3.342504820922976040e-10,3.003371426984451867e-10,4.240646039528661911e-10
8.642000000000000000e+03,3.777924182183260847e-10,3.143724312945172275e-10,2.956468498811507790e-10
8.643000000000000000e+03,3.484628351227568271e-10,4.042504510927347614e-10,3.473262426351461029e-10
8.644000000000000000e+03,2.842531075340670858e-10,3.546687743601275083e-10,3.889766247269803476e-10
8.645000000000000000e+03,3.487714596070853485e-10,4.279394573461127514e-10,3.470775303799061814e-10
8.646000000000000000e+03,3.850950850959177634e-10,4.781764511754096944e-10,2.780921139830946885e-10
8.647000000000000000e+03,3.599816675385538191e-10,4.445677866854067128e-10,3.286473749288497371e-10
8.648000000000000000e+03,2.784532775717638382e-10,3.865276653558599736e-10,3.011363231501101043e-10
8.649000000000000000e+03,3.450081459396662042e-10,3.417672257000662107e-10,3.414010966028724863e-10
8.650000000000000000e+03,3.538765607132533903e-10,3.644209470549485523e-10,3.713296226635096421e-10
8.651000000000000000e+03,3.972225557127135055e-10,3.589604902306559846e-10,3.401116681871856304e-10
8.652000000000000000e+03,3.278318890769974275e-10,2.944374703973958352e-10,3.334662161075055361e-10
8.653000000000000000e+03,3.241517740885734819e-10,2.770510503089799417e-10,4.010951760200830635e-10
8.654000000000000000e+03,3.958917677857790934e-10,4.168697242569023939e-10,3.037184782826633570e-10
8.655000000000000000e+03,3.163336888839383770e-10,4.496292247106084209e-10,3.840791653977958445e-10
8.656000000000000000e+03,3.556203134035106729e-10,3.769340046699530898e-10,3.456591057970694987e-10
8.657000000000000000e+03,3.833347537018281696e-10,3.358323879025298711e-10,3.797717497356768260e-10
8.658000000000000000e+03,3.631005275153517380e-10,3.203217717893880292e-10,3.864884969756821627e-10
8.659000000000000000e+03,3.629645571931550159e-10,3.919868679973868168e-10,4.180602351179033924e-10
8.660000000000000000e+03,3.535830637405392848e-10,3.935291846936351762e-10,4.214323350436251140e-10
8.661000000000000000e+03,4.057692438910943712e-10,3.528223260979949382e-10,3.155526187029603256e-10
8.662000000000000000e+03,3.687991136475621753e-10,3.376840747977619633e-10,2.899610680650835744e-10
8.663000000000000000e+03,3.673330679070643971e-10,3.549323961361068791e-10,3.351763387750240497e-10
8.664000000000000000e+03,3.026385538301324967e-10,3.789274446970161450e-10,3.261883899556971900e-10
8.665000000000000000e+03,3.542148999553879479e-10,3.110110491478770672e-10,3.336857297964911487e-10
8.666000000000000000e+03,4.985172456134038293e-10,3.609875113687545094e-10,3.183202152699974586e-10
8.667000000000000000e+03,4.560407112512612418e-10,4.133957444522888275e-10,3.299968783342066280e-10
8.668000000000000000e+03,3.137871869075318262e-10,3.936307068276195829e-10,3.495895502452451867e-10
8.669000000000000000e+03,3.200012350328620267e-10,3.454849943651292640e-10,3.596445342202737042e-10
8.670000000000000000e+03,2.992023846740989409e-10,3.883976552472539216e-10,2.997213078497457232e-10
8.671000000000000000e+03,4.118315523027856686e-10,3.538401740663869309e-10,3.250813374122858616e-10
8.672000000000000000e+03,3.727228893124168507e-10,2.999534851413602012e-10,3.575438794503270618e-10
8.673000000000000000e+03,3.868985308315256834e-10,3.208108586633420530e-10,3.607702973687570092e-10
8.674000000000000000e+03,3.665747846308788944e-10,3.265715646793256851e-10,3.484787334495696453e-10
8.675000000000000000e+03,3.185580349006556273e-10,4.218184517217345373e-10,3.049373311643858355e-10
8.676000000000000000e+03,3.057718169289024077e-10,4.454212603942463535e-10,3.224019910589042667e-10
8.677000000000000000e+03,3.084238030432985731e-10,3.168938807917760362e-10,3.390815188042141926e-10
8.678000000000000000e+03,3.300923255701620112e-10,3.334082063729162850e-10,3.264708493659307220e-10
8.679000000000000000e+03,3.616999731011446010e-10,3.601295362355857091e-10,3.458777043581741859e-10
8.680000000000000000e+03,4.241647300245964116e-10,3.621041649764436691e-10,3.429759468960093422e-10
8.681000000000000000e+03,4.279611818392436633e-10,3.892376983885051178e-10,3.528177212408834203e-10
8.682000000000000000e+03,3.853296434053581883e-10,4.184328594620389458e-10,4.081893752139152871e-10
8.683000000000000000e+03,4.099015895604594365e-10,3.776089184927277201e-10,3.756305028022162161e-10
8.684000000000000000e+03,3.976353711157592024e-10,4.137091319388850547e-10,4.160888790133510443e-10
8.685000000000000000e+03,3.296979845808145693e-10,4.740978001512964712e-10,4.695796612836797560e-10
8.686000000000000000e+03,2.380927016229602437e-10,3.339455232257287502e-10,3.568225585181755125e-10
8.687000000000000000e+03,3.046874864844272295e-10,2.944324376839596300e-10,3.605534943184404691e-10
8.688000000000000000e+03,3.742463210489151341e-10,3.309751474916877371e-10,3.603660854674468474e-10
8.689000000000000000e+03,3.146236679592544459e-10,3.187055105463114711e-10,3.483943595004328589e-10
8.690000000000000000e+03,3.146244852167793451e-10,3.199045810940003167e-10,3.824722717557325747e-10
8.691000000000000000e+03,2.832973629443763461e-10,2.906317978896533046e-10,3.606083887227749961e-10
8.692000000000000000e+03,3.370055502064615259e-10,3.244897697276218241e-10,3.348483039246161251e-10
8.693000000000000000e+03,3.749068390911974818e-10,3.404397783768909170e-10,3.722521730770219546e-10
8.694000000000000000e+03,3.271651351678995268e-10,3.885745118601701863e-10,3.943088973864623329e-10
8.695000000000000000e+03,3.763994244144321087e-10,4.338889987994098753e-10,3.511148727235521082e-10
8.696000000000000000e+03,3.118679746389747005e-10,4.757019979019536091e-10,3.433519848915304210e-10
8.697000000000000000e+03,3.331116054996223791e-10,4.388806888474163169e-10,3.143838430042544286e-10
8.698000000000000000e+03,3.092887990119313150e-10,3.552125153636449259e-10,3.168298071994541624e-10
8.699000000000000000e+03,3.061475005966202521e-10,3.161277412367862207e-10,2.902143381258190134e-10
8.700000000000000000e+03,2.956076667121858192e-10,3.001160400124989398e-10,2.909600546083647559e-10
8.701000000000000000e+03,3.424932411973694573e-10,3.358280543808609857e-10,3.453578617672676717e-10
8.702000000000000000e+03,3.897665416530325999e-10,2.803392242672274720e-10,4.194338626758840950e-10
8.703000000000000000e+03,2.696804810939564014e-10,3.508794665807748524e-10,4.238467366886917774e-10
8.704000000000000000e+03,2.877808995029745086e-10,3.811209641327477917e-10,4.021255897052756371e-10
8.705000000000000000e+03,3.374731580516310107e-10,3.143146856368976984e-10,3.933846820762967529e-10
8.706000000000000000e+03,3.301697941541934257e-10,2.765684389942157763e-10,4.180676262212907146e-10
8.707000000000000000e+03,3.452336075128034098e-10,3.304572776278233257e-10,3.931338540208869621e-10
8.708000000000000000e+03,3.221334593528298739e-10,3.184441039805017293e-10,3.075804563848160442e-10
8.709000000000000000e+03,3.052645331003011686e-10,3.122361810250374500e-10,3.203609357173487044e-10
8.710000000000000000e+03,3.319816833341190283e-10,2.980745400036741245e-10,4.049833369613999665e-10
8.711000000000000000e+03,3.085268840094809414e-10,3.281188770152046053e-10,4.146156535621197909e-10
8.712000000000000000e+03,3.567860216256347607e-10,3.050683739701870840e-10,3.658743991882892216e-10
8.713000000000000000e+03,3.661674134385379831e-10,3.598241941186002601e-10,3.948174463448526045e-10
8.714000000000000000e+03,3.740452125581111852e-10,3.849336698181382883e-10,4.032171584836413426e-10
8.715000000000000000e+03,3.392402504332320057e-10,3.555644597071797439e-10,4.524950084016606059e-10
8.716000000000000000e+03,3.060489034181351330e-10,3.367846524574398965e-10,4.358483027556203015e-10
8.717000000000000000e+03,3.417348028945150646e-10,4.211348499099467262e-10,3.599716314334399688e-10
8.718000000000000000e+03,3.432597383880604136e-10,4.110461458728741044e-10,2.958593744784383328e-10
8.719000000000000000e+03,3.606341419678778880e-10,3.352013364280091877e-10,2.958892567620605432e-10
8.720000000000000000e+03,3.424854932236676996e-10,3.088412445108540905e-10,3.478374660345195219e-10
8.721000000000000000e+03,3.893585184668376002e-10,3.417843831310126247e-10,3.309812973092369706e-10
8.722000000000000000e+03,3.758908784706572737e-10,4.176282973777460652e-10,2.694650649080380295e-10
8.723000000000000000e+03,3.494213917421930798e-10,4.405117459237580124e-10,3.184609170920869003e-10
8.724000000000000000e+03,3.229173515405457125e-10,4.257627642192120690e-10,3.897094354493907424e-10
8.725000000000000000e+03,3.002564640330483274e-10,3.681286556825148452e-10,3.430244547079427543e-10
8.726000000000000000e+03,3.347380334615681980e-10,4.166908220738872948e-10,2.925376570305436861e-10
8.727000000000000000e+03,3.133775343286002313e-10,3.210951885249985026e-10,3.042765431212178221e-10
8.728000000000000000e+03,3.447107722441570379e-10,3.217683581734227707e-10,3.696241572224574056e-10
8.729000000000000000e+03,2.745127983039952763e-10,3.354665477779375002e-10,3.585916209211717278e-10
8.730000000000000000e+03,2.513661161720067677e-10,3.776662460188301631e-10,3.233035165800514588e-10
8.731000000000000000e+03,2.678365685022798479e-10,3.183270129368611766e-10,3.362039695948651248e-10
8.732000000000000000e+03,2.826128610933576049e-10,4.185148481098108546e-10,3.361981856884785204e-10
8.733000000000000000e+03,3.944287580435542861e-10,3.916301093175668904e-10,3.607090093842796046e-10
8.734000000000000000e+03,5.507434260284640116e-10,3.106870645883933706e-10,3.338787572733319731e-10
